"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Apr 22 16:58:52 EEST 2022","Fri Apr 22 16:58:52 EEST 2022","0","","My test application","","My test application","second task","second task",""
"passed","Fri Apr 22 17:00:00 EEST 2022","Fri Apr 22 17:00:01 EEST 2022","1217","","My test application","","My test application","using css and xpath locators","using css and xpath locators",""
"passed","Fri Apr 22 16:59:57 EEST 2022","Fri Apr 22 17:00:00 EEST 2022","3110","","My test application","","My test application","second task","second task",""
"passed","Fri Apr 22 16:59:42 EEST 2022","Fri Apr 22 16:59:57 EEST 2022","14716","","My test application","","My test application","first task","first task",""
"skipped","Fri Apr 22 16:58:52 EEST 2022","Fri Apr 22 16:58:52 EEST 2022","0","","My test application","","My test application","using css and xpath locators","using css and xpath locators",""
"passed","Fri Apr 22 17:00:01 EEST 2022","Fri Apr 22 17:00:12 EEST 2022","10756","","My test application","","My test application","using only xpath locators","using only xpath locators",""
"skipped","Fri Apr 22 16:58:52 EEST 2022","Fri Apr 22 16:58:52 EEST 2022","0","","My test application","","My test application","first task","first task",""
